,kills,headshotKills,heals,damageDealt,DBNOs,walkDistance
79861,1,0,0,2,0,295
79862,3,1,1,297,0,1569
79863,4,1,4,440,0,3548
79864,0,0,6,0,0,2857
79865,0,0,0,90,0,105
79866,0,0,0,0,0,149
79867,0,0,0,19,0,89
79868,0,0,0,0,0,87
79869,0,0,0,55,0,277
79870,0,0,0,0,0,0
79871,0,0,0,23,0,827
79872,0,0,0,0,0,37
79873,0,0,10,0,0,1773
79874,2,0,0,175,0,712
79875,0,0,1,0,0,2441
79876,0,0,0,0,0,239
79877,0,0,7,0,0,2073
79878,2,1,0,175,0,138
79879,0,0,6,74,0,1170
79880,1,0,3,100,0,195
79881,1,1,0,100,0,1690
79882,0,0,2,0,0,337
79883,0,0,0,57,0,312
79884,0,0,0,88,0,121
79885,0,0,0,0,0,1272
79886,0,0,6,0,0,1881
79887,1,0,0,147,0,429
79888,0,0,0,0,0,104
79889,1,1,0,100,0,554
79890,0,0,0,98,0,90
79891,0,0,0,0,0,1141
79892,0,0,0,0,0,0
79893,0,0,1,0,0,2373
79894,2,1,2,210,0,3065
79895,4,2,0,363,0,1268
79896,0,0,0,95,0,57
79897,5,4,3,452,0,1692
79898,2,1,8,245,0,1859
79899,7,2,0,726,0,1559
79900,1,1,0,139,0,1451
79901,2,0,0,199,0,799
79902,0,0,0,22,0,5
79903,1,0,0,100,0,254
79904,0,0,0,0,0,160
79905,0,0,0,0,0,249
79906,0,0,0,0,0,3503
79907,0,0,0,0,0,144
79908,2,0,3,168,0,770
79909,0,0,0,0,0,19
79910,0,0,0,41,0,119
79911,3,1,1,316,0,1789
79912,1,0,0,100,0,555
79913,0,0,1,36,0,578
79914,0,0,0,0,0,1012
79915,2,0,1,122,0,1893
79916,1,0,0,100,0,1396
79917,0,0,0,52,0,1785
79918,0,0,0,123,0,1813
79919,0,0,0,0,0,55
79920,1,1,3,148,0,1434
79921,3,1,1,393,0,2213
79922,0,0,0,0,0,626
79923,0,0,0,0,0,0
79924,0,0,0,0,0,24
79925,0,0,0,36,0,1283
79926,0,0,0,0,0,29
79927,0,0,0,0,0,170
79928,4,1,0,380,0,3123
79929,0,0,0,0,0,518
79930,1,1,0,97,0,1176
79931,0,0,1,0,0,96
79932,0,0,0,75,0,575
79933,3,0,5,302,0,681
79934,0,0,0,54,0,170
79935,0,0,0,0,0,27
79936,9,1,6,826,0,2819
79937,4,1,14,359,0,3753
79938,1,0,0,100,0,243
79939,1,0,0,6,0,2089
79940,0,0,0,0,0,71
79941,1,0,3,100,0,281
79942,0,0,0,0,0,37
79943,0,0,0,0,0,452
79944,0,0,0,0,0,380
79945,0,0,0,0,0,458
79946,1,0,0,208,0,226
79947,0,0,0,0,0,1119
79948,1,0,0,100,0,763
79949,0,0,0,25,0,479
79950,0,0,0,0,0,475
79951,4,1,1,383,0,1174
79952,0,0,0,0,0,1232
79953,0,0,0,0,0,67
79954,2,1,0,128,0,1925
79955,1,1,1,82,0,2808
79956,0,0,0,99,0,0
79957,1,0,5,199,0,1922
79958,0,0,0,66,0,552
79959,0,0,8,65,0,1921
79960,0,0,0,0,0,108
79961,0,0,0,0,0,150
79962,1,0,1,178,0,831
79963,0,0,0,0,0,1725
79964,6,0,4,620,0,1414
79965,1,1,0,100,0,374
79966,0,0,0,0,0,480
79967,2,0,0,179,0,106
79968,0,0,0,0,0,248
79969,1,0,0,100,0,339
79970,0,0,0,0,0,1678
79971,0,0,0,0,0,1140
79972,0,0,0,0,0,173
79973,0,0,0,0,0,73
79974,4,3,2,393,0,1767
79975,0,0,0,0,0,1192
79976,5,2,0,492,0,2150
79977,0,0,0,0,0,1722
79978,0,0,0,0,0,191
79979,3,1,0,419,0,2409
79980,1,0,3,100,0,1989
79981,0,0,0,0,0,448
79982,1,1,1,100,0,2250
79983,2,0,2,182,0,1350
79984,0,0,1,0,0,491
79985,0,0,1,107,0,365
79986,2,1,0,200,0,1643
79987,0,0,0,0,0,36
79988,1,0,0,118,0,2021
79989,0,0,0,0,0,293
79990,1,0,2,100,0,1001
79991,5,1,0,492,0,1496
79992,0,0,0,0,0,13
79993,1,0,10,100,0,1780
79994,5,2,5,589,0,1813
79995,0,0,0,0,0,1429
79996,1,1,1,227,0,688
79997,1,0,1,100,0,454
79998,1,0,2,102,0,809
79999,0,0,0,0,0,2005
80000,0,0,0,25,0,30
80001,2,0,1,204,0,1262
80002,1,0,4,143,0,2628
80003,0,0,0,0,0,141
80004,0,0,0,54,0,1744
80005,1,0,3,100,0,1487
80006,0,0,0,0,0,490
80007,0,0,0,34,0,1123
80008,2,0,0,159,0,2415
80009,0,0,0,0,0,44
80010,1,0,0,100,0,367
80011,3,0,1,336,0,2432
80012,0,0,0,17,0,0
80013,0,0,1,0,0,477
80014,0,0,0,0,0,225
80015,1,0,0,124,0,341
80016,6,0,3,724,0,2473
80017,1,0,1,195,0,2117
80018,0,0,0,93,0,590
80019,0,0,0,0,0,8
80020,1,1,1,100,0,338
80021,1,0,0,132,0,420
80022,0,0,0,0,0,56
80023,1,0,1,100,0,90
80024,0,0,0,0,0,62
80025,1,0,0,149,0,492
80026,0,0,23,0,0,2147
80027,5,0,3,483,0,1732
80028,1,1,4,100,0,1265
80029,0,0,0,0,0,2624
80030,0,0,0,99,0,298
80031,4,1,1,417,0,3647
80032,0,0,0,21,0,339
80033,0,0,0,83,0,12
80034,0,0,0,0,0,0
80035,0,0,0,0,0,89
80036,0,0,0,0,0,68
80037,0,0,0,90,0,1915
80038,1,0,0,100,0,145
80039,2,0,0,178,0,90
80040,0,0,0,0,0,2854
80041,1,0,1,161,0,365
80042,0,0,0,0,0,22
80043,0,0,0,0,0,192
80044,0,0,0,0,0,33
80045,0,0,0,0,0,104
80046,0,0,0,85,0,25
80047,3,1,4,327,0,625
80048,1,0,0,110,0,1649
80049,3,0,1,268,0,1726
80050,2,0,1,242,0,1113
80051,0,0,0,0,0,0
80052,1,0,0,90,0,1943
80053,1,0,0,100,0,488
80054,0,0,0,0,0,640
80055,2,1,0,200,0,1436
80056,0,0,0,43,0,85
80057,2,1,1,382,0,1405
80058,5,2,2,590,0,855
80059,1,0,0,69,0,557
80060,0,0,0,0,0,1042
80061,0,0,0,27,0,505
80062,0,0,1,67,0,919
80063,0,0,0,0,0,221
80064,0,0,0,0,0,92
80065,0,0,0,120,0,545
80066,0,0,0,0,0,68
80067,0,0,0,0,0,234
80068,0,0,0,0,0,1110
80069,0,0,0,0,0,0
80070,1,0,2,125,0,4072
80071,0,0,0,10,0,152
80072,0,0,0,0,0,159
80073,0,0,0,0,0,46
80074,0,0,0,100,0,69
80075,0,0,4,82,0,62
80076,1,0,0,100,0,2160
80077,2,0,0,230,0,431
80078,1,0,0,75,0,1704
80079,0,0,2,0,0,1512
80080,2,0,2,185,0,2428
80081,0,0,0,0,0,2019
80082,0,0,0,0,0,21
80083,1,1,0,191,0,132
80084,1,1,0,100,0,3040
80085,0,0,0,29,0,570
80086,0,0,0,48,0,209
80087,2,1,4,289,0,1851
80088,0,0,0,0,0,57
80089,0,0,0,0,0,55
80090,0,0,0,127,0,0
80091,3,1,1,319,0,1961
80092,0,0,12,51,0,3238
80093,0,0,2,101,0,890
80094,2,0,0,242,0,474
80095,0,0,0,24,0,30
80096,0,0,0,0,0,0
80097,0,0,0,30,0,63
80098,0,0,0,12,0,0
80099,1,0,0,100,0,196
80100,0,0,0,0,0,8
80101,0,0,11,0,0,6541
80102,4,2,0,567,0,1692
80103,0,0,0,0,0,92
80104,2,0,1,178,0,1657
80105,0,0,0,0,0,1205
80106,0,0,0,0,0,0
80107,1,0,0,100,0,191
80108,1,1,1,100,0,807
80109,0,0,1,51,0,1734
80110,2,1,0,292,0,321
80111,1,0,2,100,0,338
80112,1,0,0,100,0,28
80113,0,0,0,73,0,198
80114,0,0,0,99,0,0
80115,1,0,1,100,0,179
80116,2,0,4,311,0,2530
80117,3,1,0,373,0,1811
80118,0,0,0,0,0,0
80119,2,0,1,200,0,1526
80120,0,0,0,0,0,1411
80121,0,0,0,0,0,0
80122,0,0,0,0,0,528
80123,0,0,0,85,0,835
80124,4,0,0,384,0,2190
80125,0,0,0,69,0,346
80126,0,0,0,47,0,90
80127,0,0,0,77,0,137
80128,1,0,0,100,0,108
80129,4,0,4,475,0,1605
80130,1,0,0,172,0,1377
80131,1,1,0,100,0,189
80132,2,0,7,242,0,2708
80133,1,0,5,100,0,614
80134,0,0,0,0,0,6
80135,0,0,0,0,0,324
80136,0,0,0,0,0,14
80137,3,0,3,453,0,2226
80138,1,0,1,189,0,564
80139,0,0,0,0,0,18
80140,0,0,0,0,0,1812
80141,0,0,0,74,0,3111
80142,0,0,0,25,0,52
80143,1,1,0,119,0,632
80144,0,0,0,2,0,546
80145,0,0,0,0,0,50
80146,2,2,9,303,0,1578
80147,3,0,1,247,0,1821
80148,0,0,0,0,0,0
80149,1,0,2,98,0,3982
80150,0,0,0,0,0,3392
80151,1,0,1,100,0,1226
80152,0,0,0,0,0,148
80153,3,0,2,302,0,856
80154,5,2,7,619,0,2183
80155,0,0,3,33,0,2373
80156,0,0,0,0,0,109
80157,1,0,2,242,0,3011
80158,0,0,0,0,0,0
80159,0,0,0,0,0,1642
80160,0,0,5,0,0,1970
80161,0,0,0,49,0,478
80162,0,0,0,0,0,10
80163,0,0,0,0,0,1244
80164,0,0,0,31,0,1011
80165,0,0,0,0,0,1449
80166,0,0,1,0,0,2324
80167,0,0,0,59,0,1963
80168,1,0,4,75,0,2614
80169,2,0,1,160,0,627
80170,0,0,0,0,0,486
80171,0,0,0,83,0,3285
80172,0,0,0,0,0,97
80173,0,0,2,189,0,1833
80174,0,0,0,0,0,339
80175,1,1,0,100,0,558
80176,0,0,0,0,0,148
80177,0,0,0,80,0,57
80178,3,1,9,279,0,2747
80179,0,0,0,0,0,0
80180,0,0,0,37,0,1650
80181,1,1,10,150,0,1469
80182,0,0,0,0,0,263
80183,0,0,0,0,0,49
80184,0,0,0,0,0,736
80185,0,0,0,33,0,834
80186,2,0,3,395,0,2168
80187,0,0,9,0,0,1998
80188,1,0,0,100,0,1353
80189,0,0,0,0,0,874
80190,0,0,0,0,0,69
80191,0,0,6,103,0,831
80192,0,0,0,99,0,0
80193,1,0,6,100,0,521
80194,0,0,0,32,0,69
80195,0,0,0,60,0,231
80196,1,0,0,43,0,1280
80197,0,0,0,0,0,35
80198,2,1,7,228,0,328
80199,0,0,3,39,0,921
80200,1,1,8,172,0,1494
80201,1,0,0,153,0,487
80202,0,0,0,48,0,121
80203,0,0,0,36,0,0
80204,1,0,7,200,0,2175
80205,1,0,1,100,0,1769
80206,0,0,0,19,0,159
80207,2,0,0,176,0,97
80208,5,3,2,577,0,2637
80209,0,0,0,0,0,23
80210,0,0,0,11,0,414
80211,1,0,0,8,0,1178
80212,0,0,0,15,0,1488
80213,0,0,1,54,0,321
80214,0,0,0,0,0,0
80215,0,0,0,0,0,145
80216,3,1,2,316,0,1198
80217,0,0,0,0,0,831
80218,0,0,0,0,0,528
80219,0,0,0,0,0,12
80220,0,0,0,0,0,164
80221,0,0,0,99,0,0
80222,0,0,0,0,0,476
80223,5,4,0,563,0,3093
80224,0,0,0,0,0,330
80225,0,0,6,492,0,0
80226,0,0,0,57,0,33
80227,0,0,0,26,0,1358
80228,0,0,0,67,0,45
80229,0,0,13,49,0,1344
80230,0,0,0,0,0,81
80231,0,0,0,0,0,0
80232,2,0,0,210,0,294
80233,1,0,5,110,0,2237
80234,0,0,0,0,0,64
80235,0,0,0,0,0,318
80236,0,0,0,0,0,247
80237,0,0,0,99,0,0
80238,0,0,0,0,0,0
80239,1,0,5,79,0,2961
80240,0,0,0,0,0,121
80241,1,0,0,100,0,554
80242,0,0,0,12,0,1315
80243,0,0,0,0,0,46
80244,0,0,0,0,0,0
80245,0,0,0,0,0,241
80246,0,0,0,0,0,238
80247,0,0,0,0,0,358
80248,0,0,0,0,0,12
80249,0,0,0,82,0,569
80250,1,0,0,120,0,1625
80251,1,0,4,100,0,1213
80252,0,0,0,0,0,21
80253,1,0,0,75,0,1226
80254,1,1,2,100,0,598
80255,0,0,0,0,0,0
80256,0,0,0,0,0,910
80257,0,0,0,72,0,240
80258,0,0,8,0,0,1533
80259,0,0,0,33,0,1363
80260,7,4,10,828,0,2348
80261,0,0,0,0,0,150
80262,3,0,0,234,0,340
80263,2,1,0,279,0,648
80264,0,0,0,68,0,438
80265,1,0,1,100,0,131
80266,1,1,0,284,0,1223
80267,0,0,0,0,0,0
80268,0,0,0,0,0,344
80269,2,0,2,303,0,2092
80270,0,0,0,0,0,1246
80271,0,0,0,0,0,1691
80272,0,0,0,19,0,185
80273,0,0,0,0,0,1786
80274,0,0,5,0,0,1454
80275,5,1,12,457,0,2767
80276,5,2,14,372,0,4262
80277,3,0,0,300,0,1524
80278,0,0,1,0,0,577
80279,1,0,2,166,0,375
80280,0,0,0,86,0,480
80281,3,1,1,301,0,2221
80282,0,0,0,0,0,1471
80283,0,0,1,0,0,888
80284,1,0,5,31,0,1282
80285,0,0,0,0,0,255
80286,0,0,0,0,0,74
80287,1,0,2,103,0,1684
80288,0,0,0,0,0,430
80289,0,0,0,106,0,412
80290,1,0,3,119,0,2909
80291,0,0,0,0,0,460
80292,0,0,0,0,0,136
80293,0,0,0,217,0,0
80294,2,1,4,409,0,1180
80295,0,0,0,44,0,102
80296,0,0,0,0,0,0
80297,0,0,0,0,0,833
80298,1,0,0,124,0,258
80299,0,0,0,0,0,1055
80300,0,0,0,45,0,431
80301,0,0,0,53,0,897
80302,0,0,0,0,0,214
80303,0,0,0,0,0,8
80304,2,0,0,190,0,466
80305,12,7,4,1156,0,2086
80306,0,0,1,0,0,1193
80307,2,0,2,200,0,3144
80308,1,0,1,100,0,774
80309,0,0,0,0,0,97
80310,1,0,0,100,0,23
80311,0,0,0,0,0,0
80312,0,0,0,81,0,80
80313,3,1,6,300,0,1862
80314,0,0,0,0,0,71
80315,1,0,0,119,0,1868
80316,5,2,1,349,0,859
80317,0,0,0,0,0,1879
80318,1,0,2,100,0,48
80319,0,0,0,0,0,1836
80320,1,0,0,12,0,1894
80321,0,0,0,42,0,15
80322,2,0,0,219,0,572
80323,0,0,0,0,0,0
80324,0,0,0,0,0,1721
80325,0,0,0,0,0,71
80326,0,0,0,0,0,98
80327,0,0,0,0,0,379
80328,0,0,0,53,0,1108
80329,2,0,9,268,0,1126
80330,1,0,1,100,0,4249
80331,0,0,0,0,0,0
80332,0,0,0,26,0,106
80333,1,0,1,100,0,482
80334,0,0,0,23,0,182
80335,4,2,2,335,0,2186
80336,0,0,0,72,0,54
80337,3,1,0,338,0,1969
80338,0,0,0,65,0,3209
80339,0,0,0,81,0,752
80340,2,0,6,319,0,1695
80341,0,0,0,0,0,211
80342,0,0,0,0,0,0
80343,0,0,0,0,0,0
80344,0,0,0,0,0,16
80345,0,0,0,0,0,95
80346,0,0,0,0,0,80
80347,4,2,4,427,0,1934
80348,0,0,0,0,0,0
80349,0,0,0,0,0,5024
80350,0,0,0,43,0,306
80351,2,0,1,223,0,281
80352,0,0,0,0,0,936
80353,1,0,0,100,0,77
80354,0,0,0,30,0,683
80355,1,0,1,100,0,588
80356,1,0,0,100,0,95
80357,1,1,0,100,0,180
80358,0,0,0,0,0,1302
80359,0,0,0,0,0,8
80360,1,0,1,100,0,71
80361,2,0,8,272,0,2722
80362,0,0,0,0,0,96
80363,0,0,0,0,0,147
80364,3,0,3,405,0,2433
80365,0,0,0,91,0,97
80366,0,0,0,24,0,863
80367,2,0,1,198,0,963
80368,0,0,0,0,0,901
80369,1,1,0,87,0,136
80370,0,0,1,0,0,2633
80371,2,1,1,270,0,1664
80372,0,0,0,0,0,150
80373,0,0,0,0,0,15
80374,3,1,1,182,0,2493
80375,0,0,0,0,0,1018
80376,1,0,5,118,0,2803
80377,1,0,6,100,0,977
80378,0,0,0,0,0,0
80379,0,0,0,0,0,16
80380,3,0,10,220,0,2477
80381,0,0,1,0,0,1359
80382,0,0,0,0,0,0
80383,0,0,0,0,0,14
80384,2,0,3,217,0,4107
80385,0,0,0,0,0,117
80386,0,0,0,13,0,871
80387,2,1,0,200,0,774
80388,0,0,1,88,0,1117
80389,1,0,1,177,0,184
80390,1,0,0,164,0,1332
80391,0,0,0,92,0,38
80392,0,0,0,0,0,78
80393,1,0,1,203,0,1546
80394,1,0,0,100,0,81
80395,0,0,0,0,0,0
80396,0,0,0,192,0,335
80397,0,0,0,0,0,94
80398,4,1,6,365,0,1479
80399,1,1,1,238,0,1495
80400,0,0,0,0,0,30
80401,2,1,0,200,0,169
80402,0,0,1,0,0,662
80403,0,0,0,0,0,6
80404,0,0,5,0,0,70
80405,1,0,5,132,0,107
80406,0,0,0,0,0,111
80407,0,0,0,32,0,139
80408,5,2,0,430,0,1520
80409,0,0,0,12,0,16
80410,1,0,7,216,0,919
80411,0,0,0,0,0,41
80412,0,0,0,0,0,0
80413,0,0,0,0,0,0
80414,0,0,0,53,0,264
80415,0,0,0,21,0,348
80416,1,0,0,75,0,2342
80417,11,3,2,1179,0,2956
80418,0,0,0,80,0,182
80419,0,0,0,51,0,79
80420,0,0,1,145,0,281
80421,1,0,2,120,0,932
80422,0,0,0,79,0,947
80423,0,0,0,0,0,0
80424,3,0,5,354,0,1137
80425,0,0,0,0,0,0
80426,0,0,0,0,0,397
80427,0,0,4,0,0,3480
80428,0,0,0,0,0,1221
80429,1,0,1,163,0,2417
80430,0,0,4,16,0,857
80431,0,0,0,46,0,177
80432,1,0,0,100,0,71
80433,0,0,0,58,0,9
80434,0,0,0,0,0,99
80435,0,0,0,0,0,689
80436,1,0,0,165,0,119
80437,1,0,0,100,0,93
80438,3,0,2,320,0,1626
80439,2,1,1,200,0,2396
80440,1,1,1,100,0,1573
80441,0,0,1,84,0,2194
80442,1,0,9,106,0,1012
80443,0,0,1,97,0,1297
80444,1,0,0,100,0,755
80445,1,0,0,100,0,1009
80446,1,1,0,100,0,1342
80447,0,0,0,0,0,27
80448,0,0,0,43,0,5
80449,2,0,0,155,0,814
80450,0,0,0,0,0,918
80451,1,0,0,100,0,975
80452,0,0,0,0,0,23
80453,0,0,0,0,0,455
80454,2,1,1,116,0,1444
80455,0,0,0,78,0,164
80456,2,0,0,199,0,1009
80457,0,0,1,0,0,3584
80458,0,0,0,57,0,50
80459,0,0,0,45,0,549
80460,0,0,0,0,0,2045
80461,0,0,0,0,0,551
80462,0,0,0,0,0,294
80463,0,0,0,0,0,310
80464,0,0,0,0,0,329
80465,0,0,0,0,0,1355
80466,3,0,4,376,0,3018
80467,1,0,1,100,0,515
80468,0,0,0,217,0,0
80469,0,0,0,52,0,1441
80470,2,0,2,202,0,2005
80471,0,0,1,0,0,405
80472,0,0,0,0,0,1444
80473,1,1,0,98,0,627
80474,0,0,0,0,0,10
80475,0,0,0,0,0,202
80476,0,0,0,0,0,38
80477,0,0,0,0,0,7
80478,1,1,0,100,0,524
80479,2,0,0,166,0,2779
80480,4,1,0,431,0,943
80481,0,0,0,0,0,133
80482,3,0,1,239,0,1577
80483,0,0,0,0,0,1553
80484,0,0,0,0,0,1718
80485,1,0,0,100,0,21
80486,0,0,0,96,0,48
80487,0,0,0,77,0,34
80488,0,0,0,55,0,608
80489,0,0,0,0,0,1214
80490,1,0,0,8,0,194
80491,0,0,0,0,0,399
80492,1,0,0,100,0,312
80493,0,0,0,0,0,3414
80494,0,0,0,0,0,255
80495,4,1,0,394,0,2316
80496,3,3,0,353,0,1782
80497,0,0,0,0,0,1211
80498,4,0,4,626,0,1576
80499,2,0,1,219,0,194
80500,2,0,0,258,0,1773
80501,6,1,17,465,0,1924
80502,1,1,5,100,0,1743
80503,0,0,7,51,0,2447
80504,0,0,1,0,0,773
80505,1,0,2,72,0,1624
80506,11,3,4,1129,0,2783
80507,1,0,1,103,0,809
80508,1,0,1,100,0,548
80509,0,0,0,70,0,241
80510,1,0,0,63,0,1971
80511,2,2,1,132,0,2731
80512,1,1,0,52,0,329
80513,0,0,0,0,0,83
80514,1,0,0,90,0,239
80515,1,1,0,75,0,768
80516,0,0,16,0,0,2921
80517,0,0,0,57,0,186
80518,0,0,0,0,0,195
80519,0,0,0,90,0,75
80520,0,0,0,0,0,373
80521,0,0,0,0,0,92
80522,0,0,0,94,0,896
80523,0,0,0,0,0,1223
80524,6,1,7,539,0,2178
80525,0,0,0,27,0,95
80526,1,0,3,124,0,2158
80527,0,0,0,61,0,173
80528,5,2,3,566,0,5577
80529,1,0,2,140,0,1986
80530,1,0,0,126,0,264
80531,0,0,0,0,0,18
80532,0,0,0,0,0,21
80533,2,1,9,267,0,2211
80534,0,0,0,24,0,431
80535,0,0,0,23,0,2088
80536,0,0,0,0,0,26
80537,0,0,0,45,0,91
80538,1,0,0,100,0,837
80539,0,0,0,20,0,28
80540,0,0,0,46,0,1952
80541,0,0,0,73,0,47
80542,1,0,0,100,0,11
80543,1,0,0,23,0,361
80544,0,0,0,0,0,2058
80545,2,0,2,292,0,2102
80546,0,0,0,57,0,172
80547,1,0,0,170,0,162
80548,0,0,0,0,0,609
80549,1,0,1,142,0,2590
80550,1,0,9,130,0,1466
80551,0,0,0,0,0,576
80552,0,0,0,0,0,171
80553,0,0,31,198,0,0
80554,0,0,0,0,0,1338
80555,1,0,0,204,0,1466
80556,0,0,0,29,0,2038
80557,0,0,0,0,0,13
80558,4,2,4,400,0,1574
80559,0,0,0,0,0,74
80560,0,0,0,0,0,1611
80561,2,0,0,157,0,285
80562,0,0,0,0,0,0
80563,0,0,0,0,0,426
80564,1,0,0,239,0,313
80565,1,0,0,91,0,866
80566,0,0,0,0,0,644
80567,0,0,0,48,0,177
80568,1,1,0,80,0,884
80569,1,0,1,240,0,2114
80570,2,1,2,254,0,1662
80571,1,0,0,89,0,676
80572,0,0,0,0,0,91
80573,2,1,1,183,0,2746
80574,10,1,1,974,0,2226
80575,1,0,1,108,0,2758
80576,1,0,2,98,0,1498
80577,1,0,1,140,0,2824
80578,0,0,0,59,0,1
80579,1,0,1,100,0,552
80580,0,0,1,0,0,1169
80581,3,2,1,313,0,2686
80582,1,0,1,100,0,1269
80583,0,0,0,0,0,657
80584,0,0,0,0,0,344
80585,0,0,0,231,0,0
80586,2,1,0,362,0,790
80587,0,0,0,0,0,205
80588,0,0,0,0,0,579
80589,1,1,0,100,0,533
80590,1,0,0,100,0,653
80591,0,0,0,0,0,1892
80592,0,0,0,0,0,18
80593,0,0,0,22,0,187
80594,5,1,1,474,0,853
80595,2,0,1,339,0,758
80596,2,0,0,100,0,1414
80597,0,0,0,0,0,240
80598,1,0,6,119,0,204
80599,0,0,3,85,0,2280
80600,0,0,0,99,0,0
80601,0,0,0,0,0,15
80602,0,0,5,8,0,1290
80603,0,0,0,0,0,1082
80604,2,1,0,184,0,719
80605,0,0,2,0,0,1668
80606,1,1,0,73,0,1468
80607,0,0,0,0,0,11
80608,2,0,0,118,0,1305
80609,6,2,0,565,0,3001
80610,0,0,0,0,0,3204
80611,1,0,0,157,0,242
80612,0,0,0,85,0,2910
80613,0,0,0,0,0,2285
80614,1,0,1,121,0,1042
80615,0,0,0,48,0,1406
80616,0,0,0,68,0,128
80617,0,0,0,40,0,105
80618,0,0,1,18,0,177
80619,0,0,0,0,0,1822
80620,0,0,0,0,0,1898
80621,1,1,3,142,0,2169
80622,6,5,0,653,0,3796
80623,0,0,0,0,0,282
80624,1,0,0,43,0,237
80625,2,0,8,271,0,1031
80626,0,0,0,75,0,135
80627,1,0,1,232,0,1943
80628,0,0,0,0,0,584
80629,0,0,1,66,0,2649
80630,0,0,0,22,0,94
80631,1,0,0,55,0,1647
80632,1,0,5,100,0,2783
80633,1,0,0,100,0,1287
80634,0,0,0,0,0,169
80635,0,0,3,0,0,6219
80636,0,0,0,74,0,500
80637,2,1,1,200,0,501
80638,0,0,0,0,0,94
80639,0,0,0,49,0,71
80640,0,0,0,19,0,167
80641,0,0,0,0,0,86
80642,1,0,0,100,0,218
80643,1,0,0,100,0,505
80644,0,0,0,0,0,371
80645,0,0,0,64,0,349
80646,0,0,0,0,0,942
80647,1,1,1,100,0,1494
80648,8,2,0,797,0,1785
80649,0,0,0,83,0,25
80650,0,0,0,88,0,1276
80651,0,0,0,0,0,604
80652,0,0,0,47,0,245
80653,1,1,1,100,0,5831
80654,0,0,0,0,0,963
80655,1,0,0,100,0,100
80656,0,0,0,0,0,86
80657,1,0,0,100,0,217
80658,0,0,0,0,0,0
80659,2,0,0,200,0,391
80660,0,0,0,47,0,32
80661,1,0,2,154,0,2215
80662,0,0,0,0,0,1310
80663,0,0,0,0,0,0
80664,6,3,6,701,0,2192
80665,2,0,0,355,0,2176
80666,1,0,0,213,0,2655
80667,0,0,4,0,0,927
80668,0,0,1,135,0,2604
80669,0,0,0,57,0,256
80670,0,0,0,0,0,24
80671,1,0,1,124,0,509
80672,0,0,0,0,0,0
80673,3,2,3,321,0,2599
80674,1,1,0,100,0,2207
80675,1,0,0,18,0,1379
80676,1,0,0,308,0,1412
80677,0,0,0,0,0,3081
80678,0,0,0,30,0,33
80679,0,0,0,59,0,1604
80680,0,0,1,0,0,1323
80681,0,0,0,0,0,431
80682,0,0,0,0,0,152
80683,1,1,0,100,0,2146
80684,0,0,0,0,0,1688
80685,0,0,0,0,0,1332
80686,4,1,2,353,0,1356
80687,0,0,0,23,0,720
80688,0,0,0,69,0,18
80689,2,2,0,237,0,676
80690,1,0,0,113,0,622
80691,0,0,0,0,0,42
80692,1,0,0,100,0,1788
80693,8,0,7,990,0,1296
80694,0,0,0,0,0,24
80695,0,0,0,0,0,845
80696,2,0,3,238,0,2007
80697,0,0,0,0,0,65
80698,2,0,2,161,0,2452
80699,0,0,24,30,0,3703
80700,0,0,0,0,0,30
80701,0,0,0,88,0,191
80702,0,0,0,145,0,1171
80703,1,0,0,168,0,27
80704,0,0,0,116,0,2225
80705,4,2,1,468,0,2445
80706,0,0,1,83,0,2572
80707,0,0,0,0,0,70
80708,0,0,0,0,0,0
80709,0,0,0,0,0,0
80710,3,1,10,346,0,2250
80711,1,1,19,226,0,2649
80712,3,1,0,247,0,1388
80713,3,0,1,211,0,342
80714,2,1,1,275,0,1066
80715,2,0,4,197,0,3307
80716,2,0,0,333,0,443
80717,2,1,7,270,0,1756
80718,0,0,0,20,0,320
80719,0,0,0,0,0,34
80720,1,0,0,100,0,240
80721,0,0,0,79,0,801
80722,1,0,0,193,0,113
80723,1,0,5,151,0,3067
80724,1,0,3,100,0,1421
80725,0,0,0,0,0,463
80726,3,1,4,388,0,1458
80727,5,1,1,407,0,2050
80728,0,0,0,0,0,48
80729,0,0,0,34,0,108
80730,0,0,0,55,0,1536
80731,0,0,0,166,0,0
80732,3,0,0,330,0,263
80733,1,0,0,248,0,845
80734,2,1,2,280,0,3765
80735,0,0,0,80,0,2612
80736,0,0,0,49,0,94
80737,1,0,5,100,0,330
80738,0,0,1,60,0,1048
80739,3,0,2,220,0,1532
80740,0,0,0,0,0,0
80741,0,0,0,0,0,50
80742,0,0,0,0,0,558
80743,2,1,2,191,0,1706
80744,1,0,1,100,0,105
80745,1,1,0,77,0,1851
80746,0,0,5,0,0,942
80747,2,1,0,200,0,1090
80748,2,1,1,150,0,930
80749,1,0,0,186,0,209
80750,0,0,1,0,0,926
80751,0,0,4,79,0,1451
80752,0,0,0,0,0,1313
80753,0,0,0,72,0,555
80754,0,0,0,2,0,0
80755,4,2,4,383,0,2811
80756,1,0,0,100,0,254
80757,0,0,0,0,0,0
80758,1,1,0,100,0,407
80759,1,0,6,102,0,1854
80760,0,0,0,0,0,1082
80761,2,0,0,175,0,487
80762,1,0,1,140,0,1870
80763,0,0,0,78,0,2040
80764,0,0,0,4,0,856
80765,0,0,0,0,0,0
80766,0,0,0,79,0,161
80767,0,0,0,0,0,127
