,winPlacePerc,winPlaceInt
1738197,0.9485,94.85
1738199,0.8111,81.11
1738239,0.0,0.0
1738260,0.6562,65.62
1738279,0.5263,52.629999999999995
1738288,0.4022,40.22
1738328,0.6702,67.02
1738330,0.8526,85.26
1738340,0.1649,16.49
1738369,1.0,100.0
1738371,0.1979,19.79
1738395,0.3457,34.57
1738415,1.0,100.0
1738425,0.5,50.0
1738467,0.2604,26.040000000000003
1738475,0.2842,28.42
1738483,0.4845,48.449999999999996
1738529,0.1556,15.559999999999999
1738542,0.6154,61.53999999999999
1738548,0.5,50.0
1738552,0.8632,86.32
1738563,0.0842,8.42
1738573,0.8242,82.42
1738576,0.0,0.0
1738651,0.7473,74.72999999999999
1738655,0.1383,13.83
1738671,0.9053,90.53
1738679,0.0,0.0
1738712,0.5155,51.55
1738715,0.0,0.0
1738727,0.0714,7.140000000000001
1738731,0.5435,54.35
1738756,0.4574,45.739999999999995
1738838,0.9787,97.87
1738863,0.4792,47.92
1738896,0.9341,93.41000000000001
1738912,0.6562,65.62
1738943,0.3298,32.98
1738949,0.8723,87.22999999999999
1739047,0.117,11.700000000000001
1739052,0.8526,85.26
1739057,0.0,0.0
1739078,0.0208,2.08
1739119,0.701,70.1
1739127,0.2128,21.279999999999998
1739155,0.5104,51.04
1739168,1.0,100.0
1739170,0.3404,34.04
1739226,0.7742,77.42
1739232,0.4565,45.65
1739249,0.6196,61.96
1739286,0.0421,4.21
1739334,0.0938,9.379999999999999
1739338,0.9789,97.89
1739341,0.6344,63.44
1739363,0.6344,63.44
1739421,0.3474,34.74
1739429,0.4184,41.839999999999996
1739433,0.7766,77.66
1739441,0.0105,1.05
1739453,0.8523,85.22999999999999
1739456,0.5068,50.68
1739469,0.9789,97.89
1739474,0.25,25.0
1739500,0.5102,51.019999999999996
1739596,0.1146,11.459999999999999
1739615,0.6593,65.93
1739629,0.2967,29.67
1739643,0.4681,46.81
1739673,0.1978,19.78
1739684,0.3125,31.25
1739693,0.6774,67.74
1739713,0.5938,59.38
1739724,0.5417,54.169999999999995
1739732,0.5532,55.32
1739739,0.3061,30.61
1739753,0.1354,13.54
1739782,0.1474,14.74
1739783,0.8539,85.39
1739789,0.7245,72.45
1739822,0.7113,71.13000000000001
1739878,0.9579,95.78999999999999
1739896,0.0106,1.06
1739900,0.3936,39.36
1739927,0.8556,85.56
1740028,0.8022,80.22
1740047,0.0,0.0
1740059,0.1146,11.459999999999999
1740081,0.0,0.0
1740094,0.8763,87.63
1740100,0.7727,77.27000000000001
1740134,0.5806,58.06
1740154,0.9794,97.94
1740170,0.4835,48.35
1740194,0.9697,96.97
1740264,0.7442,74.42
1740266,0.9082,90.82000000000001
1740277,0.2637,26.369999999999997
1740299,0.5684,56.84
1740304,0.7922,79.22
1740360,0.6211,62.11
1740364,0.8125,81.25
1740365,0.5789,57.89
1740412,0.4396,43.96
1740445,1.0,100.0
1740528,0.8542,85.42
1740541,0.0,0.0
1740572,0.4556,45.56
1740582,0.3061,30.61
1740607,0.4842,48.42
1740665,0.2234,22.34
1740698,0.3438,34.38
1740701,0.8632,86.32
1740718,0.8105,81.05
1740731,0.125,12.5
1740743,0.4783,47.83
1740744,0.6771,67.71000000000001
1740769,1.0,100.0
1740797,0.6737,67.36999999999999
1740850,0.7789,77.89
1740875,0.2111,21.11
1740879,0.1613,16.13
1740897,0.5385,53.849999999999994
1740908,0.1398,13.98
1740972,0.5,50.0
1740995,0.7708,77.08
1740998,0.5208,52.080000000000005
1741052,0.9891,98.91
1741080,0.9688,96.88
1741097,0.6771,67.71000000000001
1741118,0.5591,55.910000000000004
1741126,0.1856,18.56
1741158,0.5158,51.580000000000005
1741174,0.2842,28.42
1741200,0.4516,45.16
1741206,0.3956,39.56
1741210,0.0851,8.51
1741248,0.0,0.0
1741310,0.2812,28.12
1741354,0.0,0.0
1741382,0.6277,62.77
1741493,0.7634,76.34
1741505,0.1042,10.42
1741532,0.3542,35.42
1741538,0.7216,72.16
1741553,0.8737,87.37
1741561,0.0208,2.08
1741602,0.4896,48.96
1741611,0.1368,13.68
1741617,0.883,88.3
1741623,0.6771,67.71000000000001
1741651,0.2027,20.27
1741699,0.3505,35.05
1741755,0.8632,86.32
1741762,0.0875,8.75
1741784,0.8387,83.87
1741922,0.9158,91.58
1741929,0.9785,97.85000000000001
1741956,0.3053,30.53
1741970,0.3511,35.11
1741983,0.7708,77.08
1742006,0.0,0.0
1742017,0.8804,88.03999999999999
1742019,0.0521,5.21
1742028,0.3708,37.08
1742063,0.7204,72.04
1742172,0.1837,18.37
1742214,0.4947,49.47
1742223,0.4062,40.62
1742242,0.2708,27.08
1742263,0.3608,36.08
1742285,0.2947,29.470000000000002
1742312,0.9485,94.85
1742318,0.7609,76.09
1742326,0.837,83.7
1742456,0.3118,31.180000000000003
1742465,0.9783,97.83
1742467,0.0105,1.05
1742469,0.1828,18.279999999999998
1742497,0.4268,42.68
1742505,0.8247,82.47
1742557,0.3871,38.71
1742559,0.4583,45.83
1742563,0.8061,80.61
1742577,0.2247,22.470000000000002
1742585,0.4842,48.42
1742595,0.5169,51.690000000000005
1742606,0.3333,33.33
1742622,0.2391,23.91
1742633,0.5714,57.14
1742693,0.5052,50.519999999999996
1742708,0.949,94.89999999999999
1742773,0.0323,3.2300000000000004
1742823,0.0737,7.37
1742827,0.3226,32.26
1742836,0.6105,61.050000000000004
1742843,0.0,0.0
1742847,0.5543,55.43
1742856,0.0323,3.2300000000000004
1742872,0.0947,9.47
1742901,0.0544,5.4399999999999995
1743004,0.9024,90.24
1743060,0.7174,71.74000000000001
1743069,0.0957,9.569999999999999
1743094,0.4737,47.370000000000005
1743201,0.2755,27.55
1743220,0.1354,13.54
1743250,0.8791,87.91
1743327,0.3191,31.91
1743339,0.6813,68.13
1743378,0.3776,37.76
1743399,0.0521,5.21
1743402,0.0923,9.229999999999999
1743414,0.1771,17.71
1743466,0.9032,90.32
1743486,0.9381,93.81
1743492,0.1596,15.959999999999999
1743525,0.043,4.3
1743547,0.0,0.0
1743584,0.3936,39.36
1743620,0.6489,64.89
1743623,0.3053,30.53
1743634,0.1702,17.02
1743673,0.4796,47.96
1743684,0.4699,46.989999999999995
1743696,0.0106,1.06
1743697,0.2062,20.62
1743699,0.7263,72.63
1743739,0.9688,96.88
1743742,0.7419,74.19
1743750,0.6562,65.62
1743816,0.2174,21.740000000000002
1743823,0.9674,96.74000000000001
1743888,0.2609,26.090000000000003
1743954,0.6224,62.239999999999995
1743989,0.1667,16.669999999999998
1744043,0.4674,46.739999999999995
1744073,0.0,0.0
1744151,0.5263,52.629999999999995
1744161,0.9158,91.58
1744187,0.5275,52.75
1744188,0.0619,6.1899999999999995
1744205,0.6,60.0
1744251,0.3511,35.11
1744276,0.2316,23.16
1744280,0.086,8.6
1744343,0.8021,80.21000000000001
1744509,0.4255,42.55
1744590,0.0632,6.32
1744600,0.6517,65.16999999999999
1744665,0.2581,25.81
1744683,0.5204,52.04
1744696,0.6771,67.71000000000001
1744697,0.2283,22.830000000000002
1744774,0.6774,67.74
1744794,1.0,100.0
1744804,0.6585,65.85
1744811,0.4286,42.86
1744813,0.3776,37.76
1744825,0.0526,5.26
1744829,0.913,91.3
1744860,0.9897,98.97
1744984,0.1071,10.71
1745002,0.4211,42.11
1745003,0.4574,45.739999999999995
1745061,0.3614,36.14
1745062,0.4043,40.43
1745080,0.8351,83.50999999999999
1745088,0.6778,67.78
1745100,0.3673,36.730000000000004
1745114,0.7474,74.74
1745119,0.0,0.0
1745126,0.9529,95.28999999999999
1745155,0.7368,73.68
1745158,1.0,100.0
1745162,0.0,0.0
1745226,0.6237,62.370000000000005
1745265,0.4494,44.940000000000005
1745285,0.0,0.0
1745327,0.6633,66.33
1745330,0.5185,51.849999999999994
1745337,0.2947,29.470000000000002
1745348,0.0938,9.379999999999999
1745358,0.7551,75.51
1745359,0.4946,49.46
1745381,0.5667,56.67
1745388,0.7423,74.22999999999999
1745390,0.4316,43.16
1745410,0.0102,1.02
1745430,0.2449,24.490000000000002
1745443,0.7527,75.27000000000001
1745488,0.6869,68.69
1745489,0.617,61.7
1745492,0.7079,70.78999999999999
1745519,0.4792,47.92
1745546,0.0105,1.05
1745561,0.0104,1.04
1745570,0.5054,50.54
1745621,0.9053,90.53
1745633,0.191,19.1
1745704,0.3776,37.76
1745722,0.1263,12.629999999999999
1745792,0.9792,97.92
1745810,0.4896,48.96
1745871,0.8947,89.47
1745893,0.8191,81.91000000000001
1745905,0.6739,67.39
1745906,0.2959,29.59
1745916,0.1875,18.75
1745938,0.764,76.4
1745990,0.8587,85.87
1746044,0.8602,86.02
1746053,0.7742,77.42
1746060,0.8636,86.36
1746097,0.5258,52.580000000000005
1746126,0.7263,72.63
1746129,0.6146,61.46
1746146,0.0107,1.0699999999999998
1746150,0.7021,70.21
1746161,0.8681,86.81
1746166,0.9286,92.86
1746170,0.051,5.1
1746243,0.8105,81.05
1746273,0.5258,52.580000000000005
1746284,0.0722,7.22
1746294,0.957,95.7
1746297,0.0,0.0
1746306,0.4896,48.96
1746307,0.6907,69.07
1746362,0.6739,67.39
1746382,0.2632,26.32
1746425,0.5213,52.129999999999995
1746454,0.4105,41.05
1746468,0.2887,28.87
1746470,0.3229,32.29
1746472,0.6237,62.370000000000005
1746531,0.0638,6.38
1746550,0.0,0.0
1746595,0.7143,71.43
1746616,0.25,25.0
1746763,0.6875,68.75
1746809,0.7263,72.63
1746814,0.5938,59.38
1746823,0.7347,73.47
1746868,0.663,66.3
1746893,0.9574,95.74000000000001
1746933,0.0,0.0
1746937,0.9247,92.47
1746946,0.134,13.4
1746979,0.5408,54.08
1746982,0.3474,34.74
1746984,0.1383,13.83
1746999,0.7447,74.47
1747076,0.0213,2.13
1747088,0.871,87.1
1747094,0.0595,5.949999999999999
1747117,0.8866,88.66000000000001
1747151,0.5361,53.61
1747168,0.9688,96.88
1747184,0.5408,54.08
1747204,0.7234,72.34
1747217,0.0319,3.19
1747221,0.0737,7.37
1747251,0.7979,79.79
1747264,0.0,0.0
1747271,0.6701,67.01
1747274,0.5876,58.76
1747279,0.8495,84.95
1747285,0.4271,42.71
1747365,0.883,88.3
1747413,0.1474,14.74
1747432,0.2366,23.66
1747439,0.175,17.5
1747444,0.8404,84.04
1747456,0.5094,50.94
1747466,0.9072,90.72
1747531,0.5312,53.12
1747549,0.134,13.4
1747557,0.7216,72.16
1747598,0.4896,48.96
1747605,0.4583,45.83
1747645,0.1053,10.530000000000001
1747674,0.1368,13.68
1747701,0.732,73.2
1747735,0.0,0.0
1747739,0.1277,12.770000000000001
1747806,0.5263,52.629999999999995
1747807,0.2697,26.97
1747808,0.2198,21.98
1747817,0.086,8.6
1747851,0.6,60.0
1747868,0.0,0.0
1747910,0.3956,39.56
1747913,0.9684,96.84
1747996,0.3548,35.480000000000004
1748004,0.5253,52.53
1748019,0.1875,18.75
1748039,0.5158,51.580000000000005
1748077,0.0,0.0
1748096,0.4896,48.96
1748128,0.0,0.0
1748130,0.7895,78.95
1748135,0.4947,49.47
1748201,0.75,75.0
1748218,0.1398,13.98
1748244,0.7582,75.82
1748283,0.1341,13.41
1748316,0.7033,70.33
1748324,0.0,0.0
1748346,0.7053,70.53
1748353,0.2,20.0
1748360,0.7579,75.79
1748365,0.0879,8.790000000000001
1748367,0.5155,51.55
1748373,0.021,2.1
1748381,0.1176,11.76
1748384,0.3229,32.29
1748385,0.2604,26.040000000000003
1748394,0.9444,94.44
1748417,0.3111,31.11
1748435,0.7551,75.51
1748443,0.9785,97.85000000000001
1748458,0.6526,65.25999999999999
1748491,0.617,61.7
1748562,0.0978,9.78
1748568,0.4615,46.150000000000006
1748599,0.4124,41.24
1748668,0.3368,33.68
1748680,0.6186,61.86000000000001
1748714,0.6495,64.95
1748732,1.0,100.0
1748757,0.0,0.0
1748765,0.8778,87.78
1748792,0.0638,6.38
1748801,0.7292,72.92
1748810,0.0319,3.19
1748825,0.3895,38.95
1748829,0.5978,59.78
1748864,0.1124,11.24
1748865,0.6,60.0
1748903,0.9255,92.55
1748918,0.1789,17.89
1748946,0.3021,30.209999999999997
1748979,0.25,25.0
1748980,0.6531,65.31
1748982,1.0,100.0
1749051,0.9892,98.92
1749066,0.0316,3.16
1749109,0.0213,2.13
1749118,0.9149,91.49000000000001
1749123,0.4124,41.24
1749133,0.0,0.0
1749153,0.2083,20.830000000000002
1749184,0.8673,86.72999999999999
1749196,0.5368,53.68000000000001
1749198,1.0,100.0
1749211,0.4444,44.440000000000005
1749213,0.8587,85.87
1749228,0.4149,41.49
1749255,0.0,0.0
1749257,0.1562,15.620000000000001
1749275,0.7708,77.08
1749288,0.1935,19.35
1749304,0.5851,58.51
1749316,0.866,86.6
1749320,0.0,0.0
1749321,0.9368,93.67999999999999
1749338,0.9375,93.75
1749449,0.1596,15.959999999999999
1749510,0.1895,18.95
1749512,0.8046,80.46
1749514,0.129,12.9
1749527,0.1158,11.58
1749561,0.1758,17.580000000000002
1749589,0.8387,83.87
1749598,1.0,100.0
1749603,0.6632,66.32000000000001
1749622,0.5521,55.21
1749634,0.7222,72.22
1749679,0.2784,27.839999999999996
1749709,0.5417,54.169999999999995
1749728,0.3956,39.56
1749729,0.0,0.0
1749749,0.2062,20.62
1749760,0.6837,68.37
1749804,0.172,17.2
1749826,0.0947,9.47
1749851,0.2021,20.21
1749871,0.4105,41.05
1749882,0.5158,51.580000000000005
1749896,0.9691,96.91
1749925,0.4737,47.370000000000005
1749926,0.0,0.0
1749960,0.3723,37.230000000000004
1749974,0.0312,3.1199999999999997
1749976,0.8854,88.53999999999999
1749997,0.701,70.1
1750040,0.1398,13.98
1750062,0.2526,25.259999999999998
1750099,0.9286,92.86
1750121,0.9231,92.31
1750178,0.0851,8.51
1750207,0.093,9.3
1750231,0.5789,57.89
1750282,0.8519,85.19
1750336,0.0761,7.61
1750367,0.5612,56.120000000000005
1750383,0.0139,1.39
1750394,1.0,100.0
1750410,0.6596,65.96
1750431,0.0,0.0
1750433,0.2045,20.45
1750448,0.8298,82.98
1750449,0.0,0.0
1750512,0.2,20.0
1750585,0.5591,55.910000000000004
1750590,0.5104,51.04
1750643,0.5684,56.84
1750646,0.6222,62.22
1750662,0.2796,27.96
1750672,0.5843,58.43000000000001
1750678,0.0,0.0
1750697,0.3646,36.46
1750704,0.5979,59.79
1750732,0.2872,28.720000000000002
1750738,0.3711,37.11
1750787,0.2604,26.040000000000003
1750799,0.3474,34.74
1750806,0.7033,70.33
1750871,0.9796,97.96000000000001
1750884,0.3333,33.33
1750931,0.4167,41.67
1750973,0.8438,84.38
1750979,0.6848,68.47999999999999
1750980,0.9231,92.31
1750988,0.0947,9.47
1750997,0.7526,75.26
1751008,0.8333,83.33
1751020,0.2955,29.549999999999997
1751057,0.25,25.0
1751063,0.4643,46.43
1751068,0.0425,4.25
1751079,0.5,50.0
1751111,0.2551,25.509999999999998
1751163,0.8901,89.01
1751164,0.6471,64.71000000000001
1751173,0.0645,6.45
1751200,0.1327,13.270000000000001
1751238,0.4948,49.480000000000004
1751272,0.8313,83.13000000000001
1751301,0.0,0.0
1751307,0.75,75.0
1751332,0.1277,12.770000000000001
1751340,0.0989,9.89
1751342,0.4792,47.92
1751369,0.9175,91.75
1751377,0.0,0.0
1751424,0.0,0.0
1751440,0.3093,30.930000000000003
1751443,0.2143,21.43
1751469,0.6882,68.82000000000001
1751475,0.3333,33.33
1751507,0.9149,91.49000000000001
1751512,0.5312,53.12
1751514,1.0,100.0
1751540,0.75,75.0
1751552,0.1649,16.49
1751559,0.2371,23.71
1751565,0.6809,68.08999999999999
1751604,0.6129,61.29
1751609,0.7872,78.72
1751611,0.8409,84.09
1751617,0.6562,65.62
1751655,1.0,100.0
1751663,0.2697,26.97
1751681,0.0825,8.25
1751703,0.3895,38.95
1751733,0.4086,40.86
1751738,0.0,0.0
1751768,0.9388,93.88
1751771,0.0107,1.0699999999999998
1751800,0.8469,84.69
1751811,0.9667,96.67
1751817,0.1154,11.540000000000001
1751851,0.2043,20.43
1751854,0.5591,55.910000000000004
1751871,0.1319,13.19
1751887,0.8817,88.17
1751943,0.8625,86.25
1751946,0.7423,74.22999999999999
1751948,0.1735,17.349999999999998
1751949,0.8646,86.46000000000001
1751954,0.0753,7.53
1752052,0.0,0.0
1752081,0.5208,52.080000000000005
1752142,0.1579,15.790000000000001
1752213,0.9362,93.62
1752215,0.3854,38.54
1752221,0.3814,38.14
1752225,0.4578,45.78
1752280,0.6526,65.25999999999999
1752301,0.9894,98.94
1752334,0.4824,48.24
1752359,0.0652,6.52
1752371,0.8632,86.32
1752385,0.7128,71.28
1752389,0.9688,96.88
1752414,0.0737,7.37
1752433,0.8261,82.61
1752453,0.7604,76.03999999999999
1752459,0.6702,67.02
1752471,0.8065,80.65
1752473,0.9684,96.84
1752481,0.0,0.0
1752540,0.3297,32.97
1752573,0.2308,23.080000000000002
1752576,0.5464,54.64
1752579,0.3229,32.29
1752582,0.7579,75.79
1752632,0.0412,4.12
1752666,0.0909,9.09
1752708,0.5638,56.379999999999995
1752776,0.4211,42.11
1752782,0.163,16.3
1752803,0.0417,4.17
1752813,0.8242,82.42
1752820,0.9263,92.63
1752822,0.6667,66.67
1752857,0.2632,26.32
1753000,0.3846,38.46
1753009,0.5833,58.330000000000005
1753034,0.8495,84.95
1753043,0.3542,35.42
1753044,0.6506,65.06
1753126,0.6667,66.67
1753139,0.8298,82.98
1753158,0.0625,6.25
1753170,0.134,13.4
1753177,0.2653,26.529999999999998
1753180,0.8391,83.91
1753204,0.6392,63.92
1753215,0.7021,70.21
1753231,0.6848,68.47999999999999
1753249,0.2043,20.43
1753322,1.0,100.0
1753342,0.5745,57.45
1753347,0.957,95.7
1753356,0.0,0.0
1753388,0.1443,14.430000000000001
1753411,0.9691,96.91
1753418,0.9286,92.86
1753432,0.2292,22.919999999999998
1753442,0.1895,18.95
1753468,0.0417,4.17
1753483,0.7021,70.21
1753541,0.8925,89.25
1753563,0.7439,74.39
1753573,0.6989,69.89
1753603,0.5455,54.55
1753645,0.5269,52.690000000000005
1753665,0.1753,17.53
1753684,0.9263,92.63
1753705,0.234,23.400000000000002
1753714,0.6875,68.75
1753742,0.3085,30.85
1753759,0.5732,57.32000000000001
1753791,0.0417,4.17
1753854,0.0938,9.379999999999999
1753873,1.0,100.0
1753886,0.1798,17.98
1753952,0.0316,3.16
1753984,0.6667,66.67
1754079,0.6596,65.96
1754109,0.1277,12.770000000000001
1754138,0.2198,21.98
1754139,0.1158,11.58
1754146,0.7033,70.33
1754222,0.4382,43.82
1754235,0.0,0.0
1754244,0.9381,93.81
1754272,0.0833,8.33
1754332,0.3483,34.83
1754333,0.6145,61.45
1754358,0.9,90.0
1754505,0.0957,9.569999999999999
1754506,0.9684,96.84
1754555,0.0,0.0
1754556,0.0833,8.33
1754578,0.0,0.0
1754580,0.0,0.0
1754581,0.9583,95.83
1754606,0.9286,92.86
1754612,0.3711,37.11
1754621,0.5053,50.529999999999994
1754687,0.5729,57.29
1754701,1.0,100.0
1754715,0.625,62.5
1754776,0.1828,18.279999999999998
1754793,0.7412,74.11999999999999
1754836,0.7263,72.63
1754850,0.1939,19.39
1754894,0.9596,95.96000000000001
1754910,0.9286,92.86
1754952,0.7,70.0
1755005,0.9583,95.83
1755010,0.4835,48.35
1755021,0.3232,32.32
1755038,0.5104,51.04
1755071,0.0737,7.37
1755103,0.5591,55.910000000000004
1755151,0.7449,74.49
1755154,0.8021,80.21000000000001
1755168,0.1383,13.83
1755190,0.9787,97.87
1755212,0.7347,73.47
1755246,0.0319,3.19
1755277,0.0,0.0
1755294,0.8587,85.87
1755298,0.0698,6.98
1755317,0.1075,10.75
1755330,0.6211,62.11
1755332,0.5435,54.35
1755344,0.8969,89.69
1755432,0.9485,94.85
1755459,0.3736,37.36
1755468,0.7553,75.53
1755550,0.0306,3.06
1755560,0.8977,89.77000000000001
1755607,0.0,0.0
1755612,0.9681,96.81
1755619,0.2292,22.919999999999998
1755628,0.5204,52.04
1755644,0.0103,1.03
1755670,0.1383,13.83
1755679,0.7292,72.92
1755704,0.2,20.0
1755742,0.3263,32.629999999999995
1755744,0.9694,96.94
1755777,0.9158,91.58
1755785,0.4194,41.94
1755788,0.6667,66.67
1755881,0.6429,64.29
1755899,0.7204,72.04
1755911,0.0316,3.16
1755939,0.9053,90.53
1755943,1.0,100.0
1755956,1.0,100.0
1756005,0.8925,89.25
1756007,0.6737,67.36999999999999
1756024,0.8352,83.52000000000001
1756094,0.8023,80.23
1756108,0.9375,93.75
1756112,0.3085,30.85
1756144,0.1443,14.430000000000001
1756177,0.1158,11.58
1756235,0.2917,29.17
1756242,0.5729,57.29
1756273,0.6596,65.96
1756276,0.7742,77.42
1756320,0.9895,98.95
1756380,0.0659,6.59
1756397,0.9894,98.94
1756401,0.033,3.3000000000000003
1756403,0.0968,9.68
1756439,0.7474,74.74
1756448,0.383,38.3
1756495,0.8452,84.52
1756500,0.8046,80.46
1756528,0.0505,5.050000000000001
1756529,0.2667,26.669999999999998
1756538,0.3895,38.95
1756562,0.4792,47.92
1756568,0.0,0.0
1756605,0.1702,17.02
1756668,0.0814,8.14
1756689,0.6429,64.29
1756744,0.9457,94.57
1756748,0.8673,86.72999999999999
1756804,0.0,0.0
1756812,0.5484,54.84
1756871,0.4194,41.94
1756923,0.5591,55.910000000000004
1756925,0.5851,58.51
1756928,0.2553,25.53
1756958,0.6146,61.46
1756961,0.8795,87.94999999999999
1756971,0.1124,11.24
1757011,0.8105,81.05
1757012,0.6703,67.03
1757016,0.1209,12.09
1757030,0.7447,74.47
1757034,0.0,0.0
1757055,0.4062,40.62
1757116,0.0412,4.12
1757119,0.8367,83.67
1757149,0.0,0.0
1757150,0.0,0.0
1757209,0.7957,79.57
1757223,0.6061,60.61
1757233,0.5474,54.74
1757266,0.3478,34.78
1757275,0.4688,46.88
1757320,0.3191,31.91
1757412,0.2371,23.71
1757448,0.8784,87.83999999999999
1757463,0.7895,78.95
1757466,0.9043,90.42999999999999
1757485,0.6105,61.050000000000004
1757520,0.2473,24.73
1757529,0.8526,85.26
1757584,0.2917,29.17
1757593,0.9375,93.75
1757610,0.5895,58.95
1757613,0.0928,9.28
1757645,0.4787,47.870000000000005
1757658,0.9219,92.19000000000001
1757659,0.8526,85.26
1757741,0.2737,27.37
1757768,0.4516,45.16
1757773,0.6105,61.050000000000004
1757790,0.7766,77.66
1757808,0.9158,91.58
1757824,0.2,20.0
1757839,0.1489,14.89
1757897,0.2526,25.259999999999998
1757898,0.7895,78.95
1757919,0.0,0.0
1757922,0.5417,54.169999999999995
1757938,0.5,50.0
1758045,0.8471,84.71
1758052,0.6458,64.58
1758135,0.0,0.0
1758138,0.4583,45.83
1758170,0.0106,1.06
1758182,0.4894,48.94
1758225,0.8021,80.21000000000001
1758237,0.1875,18.75
1758242,0.5052,50.519999999999996
1758261,0.4222,42.22
1758303,0.6737,67.36999999999999
1758310,0.7812,78.12
1758317,0.8132,81.32000000000001
1758380,0.8646,86.46000000000001
1758420,0.0729,7.290000000000001
1758443,0.9474,94.74000000000001
1758457,0.0417,4.17
1758467,0.871,87.1
1758521,0.625,62.5
1758551,0.4167,41.67
1758675,0.9792,97.92
1758680,0.7835,78.35
1758684,0.5319,53.190000000000005
1758737,0.2917,29.17
1758740,0.3333,33.33
1758761,0.3626,36.26
1758805,0.1236,12.36
1758810,0.6,60.0
1758821,0.5208,52.080000000000005
1758830,0.2737,27.37
1758873,0.6526,65.25999999999999
1758885,0.9468,94.67999999999999
1758906,0.4792,47.92
1758911,0.7629,76.29
1758945,0.021,2.1
1758976,0.6737,67.36999999999999
1758992,0.4694,46.94
1759019,0.0421,4.21
1759022,0.3371,33.71
1759039,0.9574,95.74000000000001
1759047,0.172,17.2
1759055,0.0,0.0
1759138,0.6857,68.57
1759144,0.7474,74.74
1759145,0.0213,2.13
1759174,0.5053,50.529999999999994
1759187,0.7263,72.63
1759189,0.6082,60.81999999999999
1759201,0.0,0.0
1759217,0.4526,45.26
1759218,0.2021,20.21
1759238,0.5957,59.57
1759258,0.4021,40.21
1759259,0.8737,87.37
1759260,0.1809,18.09
1759265,0.087,8.7
1759278,0.2474,24.740000000000002
1759282,0.7368,73.68
1759287,0.9072,90.72
1759295,0.5,50.0
1759304,0.4211,42.11
1759329,0.0319,3.19
1759414,0.8526,85.26
1759454,0.011,1.0999999999999999
1759477,0.8172,81.72
1759483,0.1042,10.42
1759488,0.3448,34.48
1759503,0.1158,11.58
1759535,0.4149,41.49
1759539,0.5319,53.190000000000005
1759572,0.8586,85.86
1759574,0.5385,53.849999999999994
1759577,1.0,100.0
1759598,0.2755,27.55
1759627,0.1373,13.73
1759630,0.1959,19.59
1759631,0.4688,46.88
1759654,0.9785,97.85000000000001
1759656,0.6907,69.07
1759759,0.6105,61.050000000000004
1759765,0.4189,41.89
1759785,0.2234,22.34
1759798,0.1389,13.889999999999999
1759800,0.6771,67.71000000000001
1759851,0.0,0.0
1759885,0.0745,7.449999999999999
1759934,0.9684,96.84
1759961,0.7292,72.92
1759993,0.6737,67.36999999999999
1760027,0.3778,37.78
1760069,0.4896,48.96
1760084,0.4681,46.81
1760122,0.4086,40.86
1760130,0.7053,70.53
1760153,0.163,16.3
1760177,0.0625,6.25
1760226,0.5714,57.14
1760229,0.5895,58.95
1760232,0.5222,52.22
1760238,0.0532,5.319999999999999
1760245,0.8632,86.32
1760255,0.1429,14.29
1760269,0.4167,41.67
1760295,0.9468,94.67999999999999
1760337,0.5376,53.76
1760338,0.6,60.0
1760355,0.3103,31.03
1760359,0.1075,10.75
1760396,0.0968,9.68
1760422,0.4043,40.43
1760437,0.1771,17.71
1760442,0.9468,94.67999999999999
1760488,0.6915,69.15
1760501,0.9891,98.91
1760522,0.9432,94.32000000000001
1760543,0.7579,75.79
1760547,0.8404,84.04
1760587,0.1579,15.790000000000001
1760623,0.9381,93.81
1760642,0.5106,51.06
1760649,0.3673,36.730000000000004
1760665,0.949,94.89999999999999
1760685,0.0,0.0
1760687,0.5806,58.06
1760704,0.7979,79.79
1760735,0.0532,5.319999999999999
1760747,0.087,8.7
1760750,0.3061,30.61
1760844,0.4301,43.01
1760875,0.0638,6.38
1760905,0.4947,49.47
1760929,0.1616,16.16
1760970,0.4574,45.739999999999995
1760972,0.4516,45.16
1761027,0.6915,69.15
1761035,0.1354,13.54
1761101,0.439,43.9
1761121,0.4756,47.56
1761177,0.6737,67.36999999999999
1761240,0.75,75.0
1761280,0.2917,29.17
1761340,0.8969,89.69
1761351,0.7473,74.72999999999999
1761354,0.0515,5.1499999999999995
1761362,0.4737,47.370000000000005
1761374,0.4194,41.94
1761387,0.234,23.400000000000002
1761415,0.925,92.5
1761458,0.1856,18.56
1761500,0.0222,2.22
1761539,0.7717,77.17
1761614,0.8763,87.63
1761628,0.4787,47.870000000000005
1761651,0.0,0.0
1761686,0.6875,68.75
1761781,0.234,23.400000000000002
1761814,0.1087,10.870000000000001
1761847,0.5385,53.849999999999994
1761857,0.8526,85.26
1761864,0.1771,17.71
1761870,0.6,60.0
1761881,0.6947,69.47
1761900,0.86,86.0
1761911,0.3478,34.78
1761932,0.4828,48.28
1761965,0.4896,48.96
1761986,0.7826,78.25999999999999
1761988,0.1667,16.669999999999998
1761995,0.5155,51.55
1761997,0.8958,89.58
1762002,0.0,0.0
1762004,0.5889,58.89
1762040,0.7527,75.27000000000001
1762051,0.0,0.0
1762065,0.4271,42.71
1762121,0.1398,13.98
1762137,0.3548,35.480000000000004
1762147,0.9082,90.82000000000001
1762194,0.0,0.0
1762198,0.4632,46.32
1762232,0.3789,37.89
1762234,0.6735,67.35
1762256,0.0323,3.2300000000000004
1762294,0.9556,95.56
1762313,0.8316,83.16
1762346,0.4433,44.330000000000005
